feature,importance_mean
cos_hour,0.10684902
sin_hour,0.083705254
CLRSKY_SFC_SW_DWN_roll_mean_6,0.06314095
ALLSKY_SFC_SW_DWN_lag_5,0.04064311
ALLSKY_SFC_SW_DWN_lag_7,0.039527185
ALLSKY_SFC_SW_DWN_lag_11,0.034608286
CLRSKY_SFC_SW_DWN_lag_12,0.034275476
CLRSKY_SFC_SW_DWN_lag_1,0.03373498
CLRSKY_SFC_SW_DWN,0.033458743
CLRSKY_SFC_SW_DWN_lag_2,0.03288507
ALLSKY_SFC_SW_DWN_lag_17,0.032292333
ALLSKY_SFC_SW_DWN_lag_10,0.03095834
ALLSKY_SFC_SW_DWN_lag_8,0.03090772
ALLSKY_SFC_SW_DWN_lag_13,0.03087113
ALLSKY_SFC_SW_DWN_lag_22,0.029738756
ALLSKY_SFC_SW_DWN_lag_19,0.027401991
ALLSKY_SFC_SW_DWN_lag_18,0.025115674
ALLSKY_SFC_SW_DWN_lag_23,0.02423083
ALLSKY_SFC_SW_DWN_lag_20,0.023436582
CLRSKY_SFC_SW_DWN_lag_6,0.023239283
ALLSKY_SFC_SW_DWN_lag_14,0.02312289
CLRSKY_SFC_SW_DWN_lag_3,0.020770846
CLRSKY_SFC_SW_DWN_roll_mean_3,0.018794062
ALLSKY_SFC_SW_DWN_lag_21,0.017401151
ALLSKY_SFC_SW_DWN_roll_mean_6,0.010863845
ALLSKY_SFC_SW_DWN_lag_16,0.010274861
ALLSKY_SFC_SW_DWN_lag_9,0.008712867
ALLSKY_SFC_SW_DWN_lag_6,0.008552863
ALLSKY_SFC_SW_DWN_lag_24,0.0076190946
CLRSKY_SFC_SW_DWN_lag_24,0.0073101893
ALLSKY_SFC_SW_DWN_lag_1,0.0065852734
ALLSKY_SFC_SW_DWN_lag_4,0.006201386
CLRSKY_SFC_SW_DWN_roll_max_6,0.005998146
CLRSKY_SFC_SW_DWN_roll_min_6,0.0058073886
ALLSKY_SFC_SW_DWN_roll_mean_3,0.005537471
ALLSKY_SFC_SW_DWN_lag_12,0.0051189647
ALLSKY_SFC_SW_DWN_lag_15,0.004597103
ALLSKY_SFC_SW_DWN_roll_min_6,0.004376857
ALLSKY_SFC_SW_DWN_roll_max_6,0.0026182467
ALLSKY_SFC_SW_DWN_lag_3,0.002366917
CLOUD_AMT,0.0021357874
cos_month,0.0018342254
CLOUD_AMT_lag_1,0.0015238778
CLOUD_AMT_roll_mean_3,0.0014514583
ALLSKY_SFC_SW_DWN_lag_2,0.0013490045
sin_month,0.0011610741
CLOUD_AMT_roll_min_6,0.0011473047
CLOUD_AMT_roll_mean_6,0.0011300194
T2M_lag_3,0.0010897286
CLOUD_AMT_roll_max_6,0.0010739742
PS_lag_3,0.0010027275
PS_lag_6,0.0009998911
RH2M_lag_6,0.0009998712
PS_lag_12,0.000994824
PS_lag_1,0.0009859818
RH2M,0.00097392354
CLOUD_AMT_lag_2,0.000959153
RH2M_lag_3,0.0009557765
T2M_lag_1,0.00095209427
RH2M_lag_2,0.0009417543
RH2M_lag_1,0.0009395887
CLOUD_AMT_lag_24,0.00093517423
T2M_lag_2,0.0009289325
CLOUD_AMT_lag_12,0.0009244231
PS_lag_2,0.0009124901
T2M_lag_6,0.0009086127
RH2M_lag_12,0.00088777643
PS_lag_24,0.00085944636
T2M_lag_24,0.00084523996
T2M_lag_12,0.00082522497
RH2M_lag_24,0.0008068261
CLOUD_AMT_lag_3,0.0008066653
CLOUD_AMT_lag_6,0.0007554483
PS,0.0007351246
T2M,0.0006154454
