feature,importance_mean
cos_hour,0.09165081
sin_hour,0.06548731
CLRSKY_SFC_SW_DWN_roll_mean_3,0.047135036
CLRSKY_SFC_SW_DWN_roll_max_6,0.041945916
ALLSKY_SFC_SW_DWN_lag_22,0.04035563
CLRSKY_SFC_SW_DWN_lag_6,0.037092153
CLRSKY_SFC_SW_DWN_lag_1,0.03274415
ALLSKY_SFC_SW_DWN_lag_19,0.031895448
CLRSKY_SFC_SW_DWN,0.031626415
ALLSKY_SFC_SW_DWN_lag_7,0.031431455
ALLSKY_SFC_SW_DWN_lag_10,0.031222224
ALLSKY_SFC_SW_DWN_lag_18,0.031067736
ALLSKY_SFC_SW_DWN_lag_20,0.030269364
CLRSKY_SFC_SW_DWN_lag_12,0.028720105
ALLSKY_SFC_SW_DWN_lag_5,0.027353184
ALLSKY_SFC_SW_DWN_lag_13,0.02717153
CLRSKY_SFC_SW_DWN_roll_mean_6,0.027144827
ALLSKY_SFC_SW_DWN_roll_min_6,0.026103238
ALLSKY_SFC_SW_DWN_lag_23,0.024981843
ALLSKY_SFC_SW_DWN_lag_11,0.024415342
ALLSKY_SFC_SW_DWN_lag_8,0.022774072
ALLSKY_SFC_SW_DWN_lag_17,0.018734766
CLRSKY_SFC_SW_DWN_roll_min_6,0.018462494
ALLSKY_SFC_SW_DWN_lag_14,0.018462164
ALLSKY_SFC_SW_DWN_lag_12,0.017056674
CLRSKY_SFC_SW_DWN_lag_3,0.01574011
ALLSKY_SFC_SW_DWN_lag_9,0.011522755
CLRSKY_SFC_SW_DWN_lag_2,0.01063564
ALLSKY_SFC_SW_DWN_lag_6,0.010580939
ALLSKY_SFC_SW_DWN_lag_1,0.010579504
ALLSKY_SFC_SW_DWN_roll_mean_6,0.0098397285
CLRSKY_SFC_SW_DWN_lag_24,0.009185457
ALLSKY_SFC_SW_DWN_lag_21,0.00803594
ALLSKY_SFC_SW_DWN_roll_mean_3,0.0058248546
ALLSKY_SFC_SW_DWN_lag_15,0.005245781
ALLSKY_SFC_SW_DWN_lag_16,0.0050783027
ALLSKY_SFC_SW_DWN_lag_3,0.004329732
CLOUD_AMT,0.0031730554
ALLSKY_SFC_SW_DWN_roll_max_6,0.003129862
ALLSKY_SFC_SW_DWN_lag_4,0.0030531064
cos_month,0.0030152819
CLOUD_AMT_lag_1,0.0024102947
RH2M_lag_6,0.0022915772
RH2M,0.002076063
RH2M_lag_3,0.0020697976
RH2M_lag_1,0.0020327955
RH2M_lag_2,0.0019868498
CLOUD_AMT_roll_max_6,0.0019284813
CLOUD_AMT_roll_min_6,0.0019273615
RH2M_lag_12,0.001922701
CLOUD_AMT_roll_mean_3,0.0019102771
sin_month,0.0017719553
ALLSKY_SFC_SW_DWN_lag_24,0.0017089475
ALLSKY_SFC_SW_DWN_lag_2,0.0016960587
CLOUD_AMT_lag_2,0.0016849902
T2M_lag_12,0.0016465537
CLOUD_AMT_roll_mean_6,0.0016265578
PS_lag_3,0.0015679122
T2M_lag_2,0.0015498007
PS_lag_2,0.001549574
PS_lag_12,0.0015480557
CLOUD_AMT_lag_12,0.0015450375
CLOUD_AMT_lag_24,0.0015326281
T2M_lag_24,0.0014858465
PS_lag_1,0.0014760424
T2M_lag_3,0.0014667559
T2M_lag_6,0.0014463769
T2M_lag_1,0.0014253962
PS_lag_6,0.0014051808
PS_lag_24,0.0013618022
CLOUD_AMT_lag_3,0.0013109442
CLOUD_AMT_lag_6,0.0013053986
RH2M_lag_24,0.001302797
PS,0.00091078156
T2M,0.0008444783
