period,rmse,mae,mape_pct,p95_abs_error,count
daytime,53.39727685319847,22.247228993224187,33.789714927868225,127.7114624023437,94608
nighttime,69.0501351854176,37.55920582408684,16.272955976416267,156.91853485107399,94608
