actual_bin,rmse,mae,mape_pct,p95_abs_error,count
0-1,0.6214924690819841,0.30137044018087383,,0.9972267150878906,91846
1-50,18.319365406275768,7.838577993993602,43.3465863278435,43.681971263885515,12254
50-150,68.88358096769608,35.78123135515149,38.134023929838925,163.45571136474604,14889
150-300,101.21143314869515,61.19027743384642,28.251370169043437,252.64869689941406,14061
300-600,96.6653354256042,74.53546873336674,16.934021214430235,196.23395996093745,31484
600+,91.75805710455637,72.70949026672992,9.953349415569273,181.0437103271484,24682
