feature,importance_mean
cos_hour,0.095939904
sin_hour,0.063031375
ALLSKY_SFC_SW_DWN_lag_7,0.043454196
CLRSKY_SFC_SW_DWN_roll_mean_6,0.040281005
ALLSKY_SFC_SW_DWN_lag_5,0.03865301
CLRSKY_SFC_SW_DWN_roll_mean_3,0.035806667
CLRSKY_SFC_SW_DWN_lag_12,0.035736438
CLRSKY_SFC_SW_DWN_lag_1,0.034754656
ALLSKY_SFC_SW_DWN_lag_11,0.03469841
ALLSKY_SFC_SW_DWN_lag_19,0.03271204
ALLSKY_SFC_SW_DWN_lag_10,0.032173637
CLRSKY_SFC_SW_DWN,0.031704973
ALLSKY_SFC_SW_DWN_lag_8,0.030419424
ALLSKY_SFC_SW_DWN_lag_22,0.029148648
ALLSKY_SFC_SW_DWN_lag_17,0.029053934
ALLSKY_SFC_SW_DWN_lag_13,0.02848644
ALLSKY_SFC_SW_DWN_lag_20,0.025933826
CLRSKY_SFC_SW_DWN_lag_6,0.025377547
ALLSKY_SFC_SW_DWN_lag_18,0.02408831
CLRSKY_SFC_SW_DWN_roll_max_6,0.02377911
ALLSKY_SFC_SW_DWN_roll_min_6,0.023274349
ALLSKY_SFC_SW_DWN_lag_23,0.022553727
ALLSKY_SFC_SW_DWN_lag_14,0.019384423
CLRSKY_SFC_SW_DWN_lag_3,0.019201098
ALLSKY_SFC_SW_DWN_roll_mean_3,0.017048726
CLRSKY_SFC_SW_DWN_roll_min_6,0.016354537
CLRSKY_SFC_SW_DWN_lag_2,0.013002298
ALLSKY_SFC_SW_DWN_lag_6,0.009070562
ALLSKY_SFC_SW_DWN_lag_1,0.008471402
ALLSKY_SFC_SW_DWN_lag_24,0.007689841
ALLSKY_SFC_SW_DWN_lag_21,0.006750384
ALLSKY_SFC_SW_DWN_lag_12,0.0061143804
CLRSKY_SFC_SW_DWN_lag_24,0.006087811
ALLSKY_SFC_SW_DWN_lag_15,0.005513231
ALLSKY_SFC_SW_DWN_lag_9,0.005502108
ALLSKY_SFC_SW_DWN_roll_mean_6,0.0050305096
ALLSKY_SFC_SW_DWN_lag_16,0.0045909644
ALLSKY_SFC_SW_DWN_roll_max_6,0.003441253
CLOUD_AMT,0.00314187
cos_month,0.0030650615
ALLSKY_SFC_SW_DWN_lag_3,0.0027052963
ALLSKY_SFC_SW_DWN_lag_4,0.0025736114
CLOUD_AMT_lag_1,0.0025305257
RH2M_lag_3,0.0021955464
RH2M_lag_6,0.0021243643
RH2M_lag_12,0.0020595968
RH2M,0.0020457658
RH2M_lag_1,0.0019944066
CLOUD_AMT_roll_max_6,0.0019374412
CLOUD_AMT_roll_mean_3,0.0019372358
RH2M_lag_2,0.0019129125
sin_month,0.0018915847
CLOUD_AMT_roll_min_6,0.0018185884
CLOUD_AMT_roll_mean_6,0.0017016836
T2M_lag_12,0.00164215
PS_lag_3,0.001605927
T2M_lag_6,0.0015942539
CLOUD_AMT_lag_24,0.0015653609
PS_lag_12,0.0015644744
ALLSKY_SFC_SW_DWN_lag_2,0.0015392172
PS_lag_1,0.0015360209
CLOUD_AMT_lag_12,0.0015342808
T2M_lag_2,0.0015339918
T2M_lag_24,0.0015256089
PS_lag_2,0.0015142037
PS_lag_6,0.0014401322
CLOUD_AMT_lag_2,0.0014384104
T2M_lag_3,0.0014335568
T2M_lag_1,0.0014312955
PS_lag_24,0.0014137616
RH2M_lag_24,0.0013204586
CLOUD_AMT_lag_6,0.0013154456
CLOUD_AMT_lag_3,0.0013023411
PS,0.000929649
T2M,0.00086883066
