feature,importance_mean
cos_hour,0.052621815
ALLSKY_SFC_SW_DWN_lag_21,0.04526001
ALLSKY_SFC_SW_DWN_lag_7,0.04134691
ALLSKY_SFC_SW_DWN_lag_5,0.039216515
ALLSKY_SFC_SW_DWN_lag_11,0.038041417
CLRSKY_SFC_SW_DWN_roll_mean_3,0.03635752
CLRSKY_SFC_SW_DWN_lag_1,0.03338972
CLRSKY_SFC_SW_DWN_lag_12,0.033301566
ALLSKY_SFC_SW_DWN_lag_17,0.032664817
ALLSKY_SFC_SW_DWN_lag_10,0.0317477
ALLSKY_SFC_SW_DWN_lag_13,0.031714752
sin_hour,0.0311165
ALLSKY_SFC_SW_DWN_lag_22,0.030749196
ALLSKY_SFC_SW_DWN_lag_15,0.03060587
ALLSKY_SFC_SW_DWN_lag_9,0.030520504
ALLSKY_SFC_SW_DWN_lag_8,0.03051655
ALLSKY_SFC_SW_DWN_lag_18,0.030276028
ALLSKY_SFC_SW_DWN_lag_16,0.029565012
CLRSKY_SFC_SW_DWN,0.026749358
ALLSKY_SFC_SW_DWN_lag_19,0.025526864
ALLSKY_SFC_SW_DWN_lag_20,0.024125846
CLRSKY_SFC_SW_DWN_lag_3,0.024097115
CLRSKY_SFC_SW_DWN_lag_6,0.02215827
ALLSKY_SFC_SW_DWN_lag_23,0.021354651
ALLSKY_SFC_SW_DWN_lag_14,0.020762695
ALLSKY_SFC_SW_DWN_lag_4,0.020225076
ALLSKY_SFC_SW_DWN_roll_min_6,0.01893436
CLRSKY_SFC_SW_DWN_roll_mean_6,0.017833728
ALLSKY_SFC_SW_DWN_roll_mean_3,0.01246864
ALLSKY_SFC_SW_DWN_lag_24,0.010932107
CLRSKY_SFC_SW_DWN_lag_24,0.010663941
ALLSKY_SFC_SW_DWN_lag_12,0.009643505
ALLSKY_SFC_SW_DWN_lag_6,0.009639647
ALLSKY_SFC_SW_DWN_roll_mean_6,0.009114511
CLRSKY_SFC_SW_DWN_lag_2,0.0088186925
ALLSKY_SFC_SW_DWN_lag_1,0.007872713
ALLSKY_SFC_SW_DWN_lag_3,0.006044196
CLRSKY_SFC_SW_DWN_roll_min_6,0.00525034
CLRSKY_SFC_SW_DWN_roll_max_6,0.0040634447
CLOUD_AMT,0.002562903
ALLSKY_SFC_SW_DWN_roll_max_6,0.002497293
CLOUD_AMT_roll_mean_3,0.0020529635
CLOUD_AMT_lag_1,0.0020442754
cos_month,0.0020085503
PS_lag_3,0.0019105277
RH2M_lag_3,0.0018585097
ALLSKY_SFC_SW_DWN_lag_2,0.0018481117
PS_lag_1,0.0018338691
RH2M_lag_1,0.0017382136
PS_lag_2,0.0017254237
PS_lag_6,0.0017175046
CLOUD_AMT_roll_mean_6,0.0016871146
RH2M_lag_6,0.0016560062
RH2M,0.0016447356
RH2M_lag_12,0.001634093
RH2M_lag_2,0.0015827551
PS_lag_12,0.0015541841
CLOUD_AMT_roll_min_6,0.0014569233
T2M_lag_3,0.0013847426
T2M_lag_12,0.0013176999
T2M_lag_6,0.0013145175
CLOUD_AMT_roll_max_6,0.0012975463
CLOUD_AMT_lag_2,0.0012500614
PS,0.0012440991
PS_lag_24,0.0012263821
RH2M_lag_24,0.0011828821
T2M_lag_1,0.0011483083
CLOUD_AMT_lag_24,0.0011443709
T2M_lag_24,0.001139016
T2M_lag_2,0.0011338942
CLOUD_AMT_lag_12,0.0011217268
sin_month,0.0010511783
CLOUD_AMT_lag_3,0.0010017363
CLOUD_AMT_lag_6,0.0009845846
T2M,0.0007512127
