feature,importance_mean
sin_hour,0.06601523
CLRSKY_SFC_SW_DWN_diff_1,0.06281725
cos_hour,0.056838203
CLRSKY_SFC_SW_DWN_roll_mean_6,0.042135406
CLRSKY_SFC_SW_DWN_diff_3,0.039398577
clearsky_change_ratio_1,0.036011416
CLRSKY_SFC_SW_DWN_roll_std_6,0.03308473
ALLSKY_SFC_SW_DWN_lag_10,0.032105286
ALLSKY_SFC_SW_DWN_roll_std_6,0.030536026
CLRSKY_SFC_SW_DWN,0.028661596
ALLSKY_SFC_SW_DWN_lag_11,0.027367568
ALLSKY_SFC_SW_DWN_lag_9,0.026866565
CLRSKY_SFC_SW_DWN_roll_mean_3,0.026201656
is_morning_ramp,0.025468467
CLRSKY_SFC_SW_DWN_lag_12,0.02369132
ALLSKY_SFC_SW_DWN_lag_21,0.023028472
ALLSKY_SFC_SW_DWN_lag_19,0.022503784
ALLSKY_SFC_SW_DWN_lag_17,0.022453174
ALLSKY_SFC_SW_DWN_lag_8,0.019745769
CLRSKY_SFC_SW_DWN_lag_1,0.019369373
ALLSKY_SFC_SW_DWN_lag_14,0.018108143
CLRSKY_SFC_SW_DWN_lag_3,0.017911114
ALLSKY_SFC_SW_DWN_lag_13,0.016772185
ALLSKY_SFC_SW_DWN_lag_1,0.016632048
CLRSKY_SFC_SW_DWN_lag_2,0.015941026
ALLSKY_SFC_SW_DWN_roll_mean_3,0.015784832
CLRSKY_SFC_SW_DWN_lag_6,0.014935397
ALLSKY_SFC_SW_DWN_lag_20,0.014423852
CLRSKY_SFC_SW_DWN_roll_max_6,0.013842848
PS_diff_1,0.012753013
CLRSKY_SFC_SW_DWN_roll_min_6,0.012460977
PS_diff_3,0.0118711805
ALLSKY_SFC_SW_DWN_lag_22,0.011099271
ALLSKY_SFC_SW_DWN_roll_mean_6,0.010920352
ALLSKY_SFC_SW_DWN_lag_18,0.010255499
ALLSKY_SFC_SW_DWN_diff_3,0.009603833
ALLSKY_SFC_SW_DWN_lag_7,0.008821335
ALLSKY_SFC_SW_DWN_lag_5,0.008285777
CLRSKY_SFC_SW_DWN_roll_std_3,0.007975086
CLRSKY_SFC_SW_DWN_lag_24,0.0063140043
ALLSKY_SFC_SW_DWN_roll_min_6,0.0060687405
ALLSKY_SFC_SW_DWN_diff_1,0.0060203676
ALLSKY_SFC_SW_DWN_roll_max_6,0.004462794
ALLSKY_SFC_SW_DWN_lag_4,0.004186407
irradiance_to_clearsky_gap_lag_1,0.00418315
ALLSKY_SFC_SW_DWN_lag_15,0.0031074684
is_evening_ramp,0.002826207
ALLSKY_SFC_SW_DWN_lag_23,0.00257288
cloud_clearsky_interaction,0.0023385554
target_change_ratio_1,0.0021442876
ALLSKY_SFC_SW_DWN_lag_6,0.002114269
ALLSKY_SFC_SW_DWN_lag_2,0.0019707414
ALLSKY_SFC_SW_DWN_roll_std_3,0.0018057007
ALLSKY_SFC_SW_DWN_lag_16,0.0017361058
ALLSKY_SFC_SW_DWN_lag_24,0.0015783458
CLOUD_AMT,0.0014598795
ALLSKY_SFC_SW_DWN_lag_3,0.0013990994
irradiance_to_clearsky_ratio_lag_1,0.0013114959
humidity_temp_interaction,0.0012035718
sin_month,0.0009096083
ALLSKY_SFC_SW_DWN_lag_12,0.0008946426
T2M,0.00086922874
CLOUD_AMT_lag_1,0.00083796546
RH2M_lag_12,0.0008333833
PS_lag_1,0.0008328963
RH2M_lag_6,0.00080867467
RH2M,0.0007682029
PS,0.00076584984
CLOUD_AMT_roll_min_6,0.00076372665
CLOUD_AMT_lag_12,0.0007523014
PS_lag_3,0.0007509236
PS_lag_6,0.00074800034
T2M_lag_1,0.00073976355
cos_month,0.00073706196
CLOUD_AMT_roll_max_6,0.00071000075
RH2M_lag_3,0.0007038378
PS_lag_2,0.0006785633
PS_lag_12,0.0006620516
CLOUD_AMT_roll_mean_6,0.0006582728
T2M_lag_2,0.0006489168
CLOUD_AMT_roll_mean_3,0.0006485963
CLOUD_AMT_roll_std_6,0.00064173486
CLOUD_AMT_lag_24,0.0006400756
PS_lag_24,0.0006385266
T2M_lag_3,0.0006314445
RH2M_lag_2,0.0006260632
T2M_lag_12,0.0006210833
CLOUD_AMT_lag_6,0.00061498693
RH2M_lag_1,0.0006032492
CLOUD_AMT_diff_1,0.0005955223
T2M_lag_6,0.0005930329
T2M_lag_24,0.00058958173
CLOUD_AMT_diff_3,0.0005881603
T2M_diff_3,0.00057639583
RH2M_diff_3,0.0005726654
CLOUD_AMT_lag_3,0.0005593079
CLOUD_AMT_roll_std_3,0.00055914593
T2M_diff_1,0.0005497793
CLOUD_AMT_lag_2,0.0005433663
RH2M_lag_24,0.00052494195
RH2M_diff_1,0.00048956793
is_daylight_lag_1,1.7137954e-05
