feature,importance_mean
CLRSKY_SFC_SW_DWN_roll_mean_6,0.06003127
cos_hour,0.056232173
CLRSKY_SFC_SW_DWN_diff_3,0.054046158
sin_hour,0.047874346
clearsky_change_ratio_1,0.035150334
ALLSKY_SFC_SW_DWN_lag_10,0.030948577
CLRSKY_SFC_SW_DWN_roll_std_6,0.029086329
ALLSKY_SFC_SW_DWN_lag_9,0.028693728
CLRSKY_SFC_SW_DWN_roll_max_6,0.027228454
ALLSKY_SFC_SW_DWN_lag_11,0.027052037
ALLSKY_SFC_SW_DWN_lag_22,0.025915472
ALLSKY_SFC_SW_DWN_lag_21,0.024782859
CLRSKY_SFC_SW_DWN_diff_1,0.024602845
ALLSKY_SFC_SW_DWN_lag_19,0.023462785
ALLSKY_SFC_SW_DWN_lag_8,0.02303279
ALLSKY_SFC_SW_DWN_lag_5,0.0219493
CLRSKY_SFC_SW_DWN_lag_2,0.021870868
CLRSKY_SFC_SW_DWN_lag_12,0.02157589
CLRSKY_SFC_SW_DWN_lag_3,0.021270273
CLRSKY_SFC_SW_DWN_roll_mean_3,0.021028362
ALLSKY_SFC_SW_DWN_lag_17,0.020206831
CLRSKY_SFC_SW_DWN_lag_1,0.01994889
ALLSKY_SFC_SW_DWN_roll_mean_3,0.019505626
ALLSKY_SFC_SW_DWN_lag_20,0.01666112
ALLSKY_SFC_SW_DWN_lag_18,0.016165374
ALLSKY_SFC_SW_DWN_lag_13,0.016012596
ALLSKY_SFC_SW_DWN_lag_7,0.015743611
CLRSKY_SFC_SW_DWN_lag_24,0.015632294
is_morning_ramp,0.014568303
CLRSKY_SFC_SW_DWN_roll_min_6,0.01424747
CLRSKY_SFC_SW_DWN_lag_6,0.013155268
ALLSKY_SFC_SW_DWN_lag_1,0.012912593
ALLSKY_SFC_SW_DWN_lag_14,0.012123547
CLRSKY_SFC_SW_DWN,0.011261116
ALLSKY_SFC_SW_DWN_diff_3,0.011014345
is_evening_ramp,0.008394381
ALLSKY_SFC_SW_DWN_lag_4,0.007877933
PS_diff_3,0.0076739346
PS_diff_1,0.0075281225
target_change_ratio_1,0.0072582476
CLRSKY_SFC_SW_DWN_roll_std_3,0.006640838
ALLSKY_SFC_SW_DWN_roll_std_3,0.006301232
ALLSKY_SFC_SW_DWN_roll_mean_6,0.006291794
ALLSKY_SFC_SW_DWN_diff_1,0.0051960484
ALLSKY_SFC_SW_DWN_roll_min_6,0.004975665
ALLSKY_SFC_SW_DWN_lag_23,0.0042013708
ALLSKY_SFC_SW_DWN_lag_16,0.0035284546
cloud_clearsky_interaction,0.0035152154
ALLSKY_SFC_SW_DWN_lag_6,0.0031450547
ALLSKY_SFC_SW_DWN_lag_12,0.0029528888
irradiance_to_clearsky_gap_lag_1,0.0027901183
ALLSKY_SFC_SW_DWN_roll_std_6,0.0027863083
ALLSKY_SFC_SW_DWN_lag_15,0.0026260472
irradiance_to_clearsky_ratio_lag_1,0.002607147
ALLSKY_SFC_SW_DWN_lag_24,0.002040926
ALLSKY_SFC_SW_DWN_lag_3,0.0019692827
ALLSKY_SFC_SW_DWN_lag_2,0.001935464
CLOUD_AMT,0.0017686455
cos_month,0.0014768863
humidity_temp_interaction,0.0012912072
ALLSKY_SFC_SW_DWN_roll_max_6,0.001281985
sin_month,0.0012157491
PS_lag_2,0.0012133023
PS_lag_3,0.0011945342
CLOUD_AMT_roll_min_6,0.0011363318
T2M_lag_1,0.0011334755
PS_lag_1,0.001126895
CLOUD_AMT_roll_max_6,0.0011227934
T2M_diff_1,0.0010965754
PS,0.0010828859
PS_lag_6,0.0010523886
CLOUD_AMT_lag_12,0.0010311824
PS_lag_12,0.0010137082
T2M,0.0010067406
T2M_lag_2,0.000982609
CLOUD_AMT_roll_mean_6,0.000977793
T2M_diff_3,0.000976465
RH2M,0.0009722397
RH2M_lag_24,0.0009241711
T2M_lag_3,0.00089441077
RH2M_lag_6,0.00089317514
CLOUD_AMT_roll_mean_3,0.000886017
RH2M_lag_2,0.0008826941
RH2M_lag_12,0.00087408745
CLOUD_AMT_roll_std_6,0.0008576263
CLOUD_AMT_lag_6,0.000849178
RH2M_lag_3,0.0008419664
CLOUD_AMT_lag_1,0.0008276237
RH2M_lag_1,0.00081693585
PS_lag_24,0.000815781
CLOUD_AMT_diff_3,0.00081017223
CLOUD_AMT_lag_3,0.00080604106
CLOUD_AMT_diff_1,0.00078129274
CLOUD_AMT_lag_24,0.0007758929
CLOUD_AMT_lag_2,0.0007689631
T2M_lag_12,0.00075918826
T2M_lag_24,0.0007427446
CLOUD_AMT_roll_std_3,0.00073896995
RH2M_diff_1,0.00071354123
T2M_lag_6,0.0006815071
RH2M_diff_3,0.0006554989
is_daylight_lag_1,1.7830933e-05
