feature,importance_mean
cos_hour,0.09419892
sin_hour,0.073477216
CLRSKY_SFC_SW_DWN_roll_mean_6,0.055495337
CLRSKY_SFC_SW_DWN_roll_max_6,0.04224098
ALLSKY_SFC_SW_DWN_lag_20,0.038053043
CLRSKY_SFC_SW_DWN_roll_min_6,0.034975994
CLRSKY_SFC_SW_DWN_lag_6,0.03470616
ALLSKY_SFC_SW_DWN_lag_9,0.034511607
CLRSKY_SFC_SW_DWN_lag_24,0.032166887
CLRSKY_SFC_SW_DWN_lag_12,0.031001786
ALLSKY_SFC_SW_DWN_lag_5,0.03054197
ALLSKY_SFC_SW_DWN_lag_22,0.029685596
ALLSKY_SFC_SW_DWN_lag_21,0.028655576
ALLSKY_SFC_SW_DWN_lag_18,0.028144473
ALLSKY_SFC_SW_DWN_lag_23,0.026513262
ALLSKY_SFC_SW_DWN_lag_8,0.02620347
ALLSKY_SFC_SW_DWN_lag_17,0.025921486
CLRSKY_SFC_SW_DWN_roll_mean_3,0.023375137
ALLSKY_SFC_SW_DWN_lag_11,0.023316579
CLRSKY_SFC_SW_DWN_lag_2,0.023306983
CLRSKY_SFC_SW_DWN,0.023103096
ALLSKY_SFC_SW_DWN_roll_mean_3,0.022401435
CLRSKY_SFC_SW_DWN_lag_3,0.020828068
ALLSKY_SFC_SW_DWN_lag_10,0.01938029
CLRSKY_SFC_SW_DWN_lag_1,0.019135
ALLSKY_SFC_SW_DWN_roll_mean_6,0.014595912
ALLSKY_SFC_SW_DWN_lag_14,0.013253894
ALLSKY_SFC_SW_DWN_lag_12,0.013117398
ALLSKY_SFC_SW_DWN_lag_6,0.009833858
ALLSKY_SFC_SW_DWN_lag_19,0.008999906
ALLSKY_SFC_SW_DWN_lag_16,0.008209391
ALLSKY_SFC_SW_DWN_lag_7,0.008171167
ALLSKY_SFC_SW_DWN_lag_4,0.007443588
ALLSKY_SFC_SW_DWN_lag_2,0.0060179043
ALLSKY_SFC_SW_DWN_lag_24,0.0052443114
ALLSKY_SFC_SW_DWN_lag_13,0.0048120287
ALLSKY_SFC_SW_DWN_roll_min_6,0.0040020784
ALLSKY_SFC_SW_DWN_roll_max_6,0.003930877
ALLSKY_SFC_SW_DWN_lag_3,0.0037243797
ALLSKY_SFC_SW_DWN_lag_1,0.0030512363
ALLSKY_SFC_SW_DWN_lag_15,0.0023400409
cos_month,0.0021936235
CLOUD_AMT,0.001650598
T2M_lag_1,0.0015614154
CLOUD_AMT_roll_max_6,0.0015251451
sin_month,0.0015196464
CLOUD_AMT_roll_min_6,0.0014576846
PS_lag_2,0.0014482066
PS_lag_3,0.0014166925
PS_lag_1,0.0013238712
T2M_lag_2,0.0013177469
PS_lag_6,0.0012940028
CLOUD_AMT_lag_1,0.0012923857
CLOUD_AMT_roll_mean_3,0.0012847789
T2M_lag_3,0.0012765005
CLOUD_AMT_lag_12,0.0012318733
T2M_lag_6,0.0011864024
PS_lag_12,0.00118021
CLOUD_AMT_roll_mean_6,0.0011788098
RH2M_lag_6,0.0011481208
RH2M_lag_24,0.0011412144
CLOUD_AMT_lag_6,0.0011066374
RH2M_lag_12,0.001102587
RH2M_lag_2,0.001101928
RH2M_lag_3,0.0010857657
RH2M_lag_1,0.00108122
CLOUD_AMT_lag_2,0.0010776042
PS_lag_24,0.0010681235
CLOUD_AMT_lag_24,0.0010303464
CLOUD_AMT_lag_3,0.0010159296
T2M_lag_12,0.0009894244
RH2M,0.00096586515
T2M_lag_24,0.0009606113
PS,0.0009016648
T2M,0.000795055
