feature,importance_mean
sin_hour,0.0935139
cos_hour,0.08654731
CLRSKY_SFC_SW_DWN_diff_1,0.039192
CLRSKY_SFC_SW_DWN_diff_3,0.035237383
ALLSKY_SFC_SW_DWN_lag_10,0.031918656
ALLSKY_SFC_SW_DWN_lag_9,0.029527605
CLRSKY_SFC_SW_DWN_roll_std_6,0.02830937
ALLSKY_SFC_SW_DWN_lag_20,0.027751321
ALLSKY_SFC_SW_DWN_roll_min_6,0.027677776
ALLSKY_SFC_SW_DWN_lag_8,0.027018808
ALLSKY_SFC_SW_DWN_diff_3,0.026859296
ALLSKY_SFC_SW_DWN_lag_17,0.025607117
ALLSKY_SFC_SW_DWN_lag_11,0.024914553
ALLSKY_SFC_SW_DWN_lag_22,0.02303729
clearsky_change_ratio_1,0.022101482
ALLSKY_SFC_SW_DWN_lag_3,0.021976084
ALLSKY_SFC_SW_DWN_lag_12,0.021297896
ALLSKY_SFC_SW_DWN_lag_18,0.019830624
ALLSKY_SFC_SW_DWN_lag_14,0.018089186
ALLSKY_SFC_SW_DWN_lag_21,0.017715257
ALLSKY_SFC_SW_DWN_roll_mean_6,0.01736235
ALLSKY_SFC_SW_DWN_roll_mean_3,0.016767055
ALLSKY_SFC_SW_DWN_lag_2,0.016496224
CLRSKY_SFC_SW_DWN_roll_max_6,0.016454982
ALLSKY_SFC_SW_DWN_roll_std_6,0.015640957
CLRSKY_SFC_SW_DWN_roll_min_6,0.013013062
ALLSKY_SFC_SW_DWN_roll_max_6,0.0126540465
ALLSKY_SFC_SW_DWN_lag_15,0.012507703
CLRSKY_SFC_SW_DWN_roll_mean_3,0.012196451
CLRSKY_SFC_SW_DWN_roll_mean_6,0.0117399655
is_morning_ramp,0.01137437
ALLSKY_SFC_SW_DWN_lag_24,0.011350389
CLRSKY_SFC_SW_DWN,0.010476743
ALLSKY_SFC_SW_DWN_lag_6,0.01028963
ALLSKY_SFC_SW_DWN_lag_16,0.009021373
CLRSKY_SFC_SW_DWN_lag_12,0.008813106
PS_diff_3,0.008421893
CLRSKY_SFC_SW_DWN_lag_3,0.008232039
ALLSKY_SFC_SW_DWN_lag_5,0.0077215824
CLRSKY_SFC_SW_DWN_lag_2,0.0075626434
ALLSKY_SFC_SW_DWN_lag_19,0.007390385
CLRSKY_SFC_SW_DWN_roll_std_3,0.006852405
CLRSKY_SFC_SW_DWN_lag_6,0.0067458223
ALLSKY_SFC_SW_DWN_diff_1,0.006422945
ALLSKY_SFC_SW_DWN_lag_23,0.006231475
CLRSKY_SFC_SW_DWN_lag_1,0.0054024127
ALLSKY_SFC_SW_DWN_lag_13,0.005192847
PS_diff_1,0.0051716683
ALLSKY_SFC_SW_DWN_lag_4,0.0042854412
ALLSKY_SFC_SW_DWN_lag_7,0.004096826
ALLSKY_SFC_SW_DWN_lag_1,0.0032821565
is_evening_ramp,0.0028157749
CLRSKY_SFC_SW_DWN_lag_24,0.0027888187
irradiance_to_clearsky_gap_lag_1,0.002443751
CLOUD_AMT,0.0023729657
cloud_clearsky_interaction,0.0022444224
ALLSKY_SFC_SW_DWN_roll_std_3,0.0017416691
T2M_diff_1,0.0015651091
irradiance_to_clearsky_ratio_lag_1,0.0015328672
CLOUD_AMT_lag_1,0.0012873929
T2M_diff_3,0.0012163996
cos_month,0.0011276656
humidity_temp_interaction,0.0011208957
CLOUD_AMT_roll_mean_3,0.0010904125
RH2M,0.0010755904
CLOUD_AMT_roll_mean_6,0.0009969297
sin_month,0.00096822437
T2M_lag_1,0.00096499966
RH2M_lag_6,0.00095644733
CLOUD_AMT_roll_min_6,0.00095328555
RH2M_lag_12,0.0009254718
target_change_ratio_1,0.00091811037
CLOUD_AMT_lag_2,0.00091497955
PS_lag_12,0.00089751143
PS_lag_1,0.00084922044
T2M_lag_2,0.0008482417
PS_lag_6,0.0008354858
T2M_lag_3,0.00081702345
RH2M_lag_2,0.0008164034
T2M,0.0008083372
PS_lag_3,0.000806129
CLOUD_AMT_roll_max_6,0.0007930488
PS_lag_2,0.0007927727
RH2M_lag_3,0.0007909928
RH2M_diff_3,0.0007648342
CLOUD_AMT_lag_3,0.00074881635
PS,0.00074430817
RH2M_lag_1,0.00074125873
T2M_lag_6,0.00072879274
PS_lag_24,0.00072052603
T2M_lag_12,0.0007103207
CLOUD_AMT_lag_24,0.00070596073
CLOUD_AMT_roll_std_6,0.00069391
CLOUD_AMT_roll_std_3,0.0006827298
CLOUD_AMT_lag_6,0.0006696723
RH2M_lag_24,0.0006547283
T2M_lag_24,0.0006411049
RH2M_diff_1,0.00062195805
CLOUD_AMT_diff_3,0.0006109962
CLOUD_AMT_lag_12,0.000582336
CLOUD_AMT_diff_1,0.00056547124
is_daylight_lag_1,4.1072486e-05
